person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
60,32142,MORTGAGE,4.7,MEDICAL,G,1762,25.36,0.055,N,16,1
31,46968,RENT,0.8,EDUCATION,B,17441,11.04,0.371,N,18,0
27,38144,OWN,2.7,HOMEIMPROVEMENT,A,20246,7.46,0.531,N,23,0
27,27672,RENT,2.0,MEDICAL,B,12853,10.22,0.464,N,4,1
47,61796,RENT,2.2,DEBTCONSOLIDATION,B,15148,9.33,0.245,Y,9,0
39,50014,MORTGAGE,0.5,MEDICAL,E,8547,17.89,0.171,N,25,0
26,80907,OWN,0.9,HOMEIMPROVEMENT,B,17173,10.72,0.212,N,29,0
30,76559,MORTGAGE,0.9,MEDICAL,B,19158,9.69,0.25,Y,24,0
39,80449,RENT,2.3,HOMEIMPROVEMENT,C,21154,13.48,0.263,Y,8,0
35,29583,RENT,11.2,MEDICAL,A,11984,6.99,0.405,N,2,0
23,69739,RENT,1.2,MEDICAL,D,17730,13.55,0.254,N,26,0
25,70678,RENT,2.7,MEDICAL,D,11009,16.58,0.156,N,20,0
41,27956,RENT,1.9,HOMEIMPROVEMENT,B,27463,9.25,0.982,N,25,1
45,41141,MORTGAGE,7.7,MEDICAL,F,5482,23.04,0.133,N,19,0
22,22007,OWN,0.3,DEBTCONSOLIDATION,C,18803,10.77,0.854,N,2,0
60,70848,RENT,1.1,DEBTCONSOLIDATION,C,7396,15.28,0.104,N,12,0
61,70669,RENT,1.2,VENTURE,E,18023,18.28,0.255,N,2,1
33,107656,MORTGAGE,24.8,VENTURE,C,24727,13.57,0.23,N,16,0
30,43224,MORTGAGE,4.2,VENTURE,B,22754,9.14,0.526,N,9,0
37,62837,OWN,0.7,VENTURE,A,28022,6.31,0.446,N,14,0
31,84394,RENT,1.6,VENTURE,C,7677,13.82,0.091,Y,26,0
42,32382,RENT,0.9,DEBTCONSOLIDATION,F,27085,,0.836,N,4,1
31,29783,MORTGAGE,0.7,EDUCATION,B,27686,9.84,0.93,N,8,0
32,32939,MORTGAGE,8.0,MEDICAL,B,9019,11.02,0.274,N,14,0
44,40452,MORTGAGE,3.4,DEBTCONSOLIDATION,B,14189,10.23,0.351,N,19,0
64,30369,MORTGAGE,5.0,DEBTCONSOLIDATION,C,6454,13.54,0.213,N,29,0
38,33728,RENT,2.0,PERSONAL,A,17704,6.25,0.525,N,25,1
65,79578,MORTGAGE,4.0,EDUCATION,E,12584,19.8,0.158,N,13,0
55,46490,MORTGAGE,1.5,HOMEIMPROVEMENT,E,29608,19.13,0.637,N,4,1
64,58028,RENT,1.8,EDUCATION,C,33224,13.52,0.573,N,11,1
27,36210,MORTGAGE,5.3,PERSONAL,A,11549,7.44,0.319,N,27,0
48,34926,MORTGAGE,0.8,DEBTCONSOLIDATION,C,24808,14.36,0.71,N,6,1
51,57357,RENT,4.8,EDUCATION,A,30242,7.61,0.527,Y,24,0
63,52540,RENT,9.6,MEDICAL,B,19662,8.61,0.374,N,10,0
37,75198,RENT,0.6,VENTURE,A,15633,6.29,0.208,N,2,0
25,100295,RENT,11.4,MEDICAL,C,29697,13.27,0.296,N,6,0
37,33514,MORTGAGE,0.4,EDUCATION,B,988,10.48,0.029,N,2,0
38,78719,MORTGAGE,2.1,DEBTCONSOLIDATION,D,26864,14.41,0.341,N,3,1
41,27067,RENT,4.7,DEBTCONSOLIDATION,D,1838,14.81,0.068,N,11,0
56,153365,RENT,4.1,PERSONAL,G,34401,26.31,0.224,Y,5,1
51,31809,OTHER,0.5,HOMEIMPROVEMENT,A,3662,9.36,0.115,Y,27,1
60,71671,RENT,8.0,MEDICAL,A,24351,5.01,0.34,N,4,0
22,26957,RENT,18.1,PERSONAL,B,29488,,1.094,N,11,1
47,45087,RENT,1.0,HOMEIMPROVEMENT,A,7910,,0.175,N,16,0
29,114708,MORTGAGE,11.3,VENTURE,A,7620,8.21,0.066,N,22,0
54,31265,RENT,4.1,MEDICAL,C,27202,13.6,0.87,N,7,0
48,164769,MORTGAGE,13.7,DEBTCONSOLIDATION,C,15310,,0.093,N,2,0
34,48878,RENT,1.0,MEDICAL,A,33182,5.0,0.679,N,26,0
52,83838,RENT,7.9,DEBTCONSOLIDATION,B,16609,,0.198,Y,11,0
26,61182,RENT,0.3,DEBTCONSOLIDATION,C,20662,11.91,0.338,N,3,0
31,63030,MORTGAGE,10.7,VENTURE,A,15001,,0.238,N,25,0
49,22373,MORTGAGE,5.6,VENTURE,E,3448,17.53,0.154,N,10,1
40,37794,RENT,2.3,EDUCATION,A,18577,7.27,0.492,N,18,0
50,94635,RENT,1.1,HOMEIMPROVEMENT,A,11210,7.4,0.118,N,17,0
43,40563,MORTGAGE,8.5,PERSONAL,A,11825,7.76,0.292,N,3,0
39,52910,MORTGAGE,4.6,VENTURE,A,17830,6.52,0.337,Y,17,0
56,20929,RENT,2.2,EDUCATION,E,21139,20.66,1.01,Y,4,1
23,36473,MORTGAGE,2.9,HOMEIMPROVEMENT,A,7398,5.88,0.203,Y,28,0
47,90914,RENT,8.8,HOMEIMPROVEMENT,C,11494,11.28,0.126,N,26,0
63,24210,RENT,2.1,MEDICAL,B,1624,10.26,0.067,N,29,0
39,72721,RENT,0.5,EDUCATION,C,26324,12.18,0.362,N,20,0
43,54056,MORTGAGE,12.1,EDUCATION,E,16141,19.64,0.299,N,14,0
51,43054,RENT,2.4,MEDICAL,D,1888,15.21,0.044,N,7,0
60,42025,MORTGAGE,2.1,PERSONAL,A,24529,6.31,0.584,Y,26,1
55,37418,MORTGAGE,1.1,VENTURE,D,22026,15.21,0.589,N,28,0
53,39297,MORTGAGE,11.4,DEBTCONSOLIDATION,B,4147,9.12,0.106,Y,8,0
55,81744,RENT,1.2,MEDICAL,B,16848,10.0,0.206,N,27,0
21,38652,RENT,5.1,VENTURE,C,34474,13.29,0.892,N,13,1
34,132478,OTHER,10.6,DEBTCONSOLIDATION,F,10347,21.12,0.078,N,15,0
53,57799,MORTGAGE,0.2,EDUCATION,A,17434,5.6,0.302,N,23,0
55,35705,MORTGAGE,8.8,MEDICAL,D,8991,16.6,0.252,N,16,1
25,83729,RENT,2.6,DEBTCONSOLIDATION,A,5888,7.47,0.07,N,3,0
58,69088,RENT,5.4,PERSONAL,B,29759,10.86,0.431,N,23,0
61,19736,MORTGAGE,2.3,VENTURE,E,20863,,1.057,N,11,1
31,27751,RENT,5.9,VENTURE,C,14091,12.01,0.508,N,29,1
22,46005,MORTGAGE,1.5,VENTURE,A,16881,7.99,0.367,N,18,0
64,20517,RENT,0.1,EDUCATION,B,15446,11.08,0.753,N,24,0
37,154784,RENT,,DEBTCONSOLIDATION,D,25497,15.51,0.165,Y,16,0
59,77051,RENT,0.1,VENTURE,B,13761,8.86,0.179,N,7,0
40,48662,RENT,8.7,HOMEIMPROVEMENT,A,2485,6.16,0.051,N,25,0
34,40599,RENT,0.9,VENTURE,B,10665,8.84,0.263,N,3,0
52,35248,MORTGAGE,2.5,EDUCATION,E,32914,19.96,0.934,N,2,1
54,16643,RENT,8.6,MEDICAL,C,23347,13.86,1.403,N,10,1
45,18900,RENT,1.2,VENTURE,C,7811,13.1,0.413,Y,17,1
27,139471,OWN,,VENTURE,D,23117,15.19,0.166,N,26,0
55,116480,MORTGAGE,3.4,MEDICAL,A,13337,5.94,0.115,N,17,0
49,35714,RENT,2.3,DEBTCONSOLIDATION,C,30966,12.26,0.867,Y,15,1
42,80773,MORTGAGE,,DEBTCONSOLIDATION,B,11928,8.93,0.148,N,27,0
61,64765,OWN,2.1,HOMEIMPROVEMENT,A,8665,7.27,0.134,Y,24,0
63,69103,RENT,2.1,EDUCATION,A,6601,7.91,0.096,N,2,0
33,22385,RENT,,MEDICAL,D,22262,16.95,0.995,N,3,1
33,18133,MORTGAGE,1.9,EDUCATION,A,30811,5.94,1.699,N,10,1
21,93941,RENT,1.1,DEBTCONSOLIDATION,B,33101,9.28,0.352,N,17,0
56,16504,MORTGAGE,8.2,MEDICAL,B,22962,9.34,1.391,N,6,1
24,45183,OTHER,,PERSONAL,A,33951,8.22,0.751,Y,19,1
57,40045,OWN,3.4,HOMEIMPROVEMENT,B,33290,8.4,0.831,Y,17,0
64,38059,RENT,3.7,PERSONAL,D,11180,16.0,0.294,N,6,0
60,58276,RENT,6.0,DEBTCONSOLIDATION,A,28205,5.95,0.484,N,18,0
33,33769,OWN,3.6,MEDICAL,A,22915,6.77,0.679,N,11,0
58,60940,MORTGAGE,,DEBTCONSOLIDATION,C,26893,13.83,0.441,N,13,0
44,52978,RENT,26.4,MEDICAL,C,5282,12.61,0.1,N,6,0
39,155484,MORTGAGE,0.8,EDUCATION,C,11859,12.1,0.076,N,24,0
21,22880,RENT,4.5,MEDICAL,A,20379,7.9,0.891,N,9,0
58,49816,RENT,10.9,DEBTCONSOLIDATION,D,13249,,0.266,N,12,0
25,62145,OWN,5.8,EDUCATION,B,13416,10.58,0.216,N,4,0
36,42573,RENT,10.6,EDUCATION,C,1251,13.32,0.029,N,17,0
44,23496,RENT,2.0,MEDICAL,A,8095,5.54,0.345,N,21,0
47,97871,RENT,1.6,EDUCATION,A,3926,8.57,0.04,N,29,0
21,59001,MORTGAGE,9.5,DEBTCONSOLIDATION,D,25741,15.76,0.436,N,12,0
54,24421,RENT,2.5,HOMEIMPROVEMENT,A,25378,8.01,1.039,N,19,0
56,62396,MORTGAGE,,PERSONAL,A,33979,6.58,0.545,N,18,0
24,124974,MORTGAGE,0.8,MEDICAL,C,17409,13.68,0.139,Y,11,0
20,48051,MORTGAGE,,EDUCATION,C,12834,14.21,0.267,N,25,0
59,48961,RENT,4.0,EDUCATION,C,25835,14.06,0.528,N,24,0
31,116122,MORTGAGE,1.6,DEBTCONSOLIDATION,C,5201,13.13,0.045,N,12,0
55,28747,RENT,3.4,EDUCATION,B,24795,9.59,0.863,N,16,0
64,126773,MORTGAGE,6.0,EDUCATION,B,25181,8.31,0.199,N,9,0
42,83708,RENT,0.1,HOMEIMPROVEMENT,E,24960,17.51,0.298,N,6,0
50,29486,RENT,5.1,MEDICAL,C,21719,14.34,0.737,N,6,1
30,33943,MORTGAGE,3.9,MEDICAL,C,1406,12.01,0.041,N,2,0
29,36730,RENT,1.2,DEBTCONSOLIDATION,A,31336,7.97,0.853,N,10,0
22,17881,RENT,7.0,HOMEIMPROVEMENT,E,3425,20.1,0.192,Y,15,1
33,56571,RENT,,HOMEIMPROVEMENT,A,29157,7.55,0.515,N,28,1
35,30229,MORTGAGE,1.6,HOMEIMPROVEMENT,C,17018,13.47,0.563,N,4,1
29,57705,RENT,3.2,MEDICAL,B,1236,8.6,0.021,Y,18,0
48,24100,RENT,5.6,VENTURE,C,23917,,0.992,N,14,1
29,81442,RENT,13.2,DEBTCONSOLIDATION,B,8829,9.21,0.108,N,21,0
31,73548,MORTGAGE,0.8,DEBTCONSOLIDATION,C,22435,14.98,0.305,Y,29,1
49,33248,RENT,2.5,PERSONAL,A,7180,,0.216,Y,21,0
60,59742,RENT,0.3,HOMEIMPROVEMENT,B,33484,10.04,0.56,N,25,0
20,51308,RENT,7.1,HOMEIMPROVEMENT,D,23534,17.55,0.459,N,11,0
24,110775,RENT,3.0,MEDICAL,A,33654,5.88,0.304,N,11,0
39,27781,MORTGAGE,6.1,DEBTCONSOLIDATION,A,5934,6.56,0.214,N,6,0
27,45081,MORTGAGE,1.9,MEDICAL,B,34190,11.9,0.758,N,16,0
62,34462,OWN,9.3,PERSONAL,F,13382,24.52,0.388,N,11,1
31,50244,RENT,,EDUCATION,A,11579,7.93,0.23,N,29,0
20,65729,OWN,14.4,MEDICAL,A,25904,,0.394,N,6,0
39,34252,RENT,0.4,PERSONAL,C,26711,14.62,0.78,N,2,1
47,40124,OTHER,3.6,MEDICAL,A,12229,6.68,0.305,N,14,0
62,83393,RENT,7.3,MEDICAL,B,3764,,0.045,N,28,0
56,103417,MORTGAGE,4.6,MEDICAL,D,32632,16.12,0.316,N,5,0
56,64307,RENT,0.1,VENTURE,A,7325,8.21,0.114,N,25,0
31,45438,RENT,17.9,VENTURE,C,22145,13.06,0.487,Y,9,1
56,43122,MORTGAGE,1.8,HOMEIMPROVEMENT,B,22527,13.27,0.522,N,21,0
63,66268,MORTGAGE,1.4,VENTURE,E,29894,20.16,0.451,Y,4,0
47,55562,OTHER,3.3,PERSONAL,F,27905,20.49,0.502,N,21,1
34,19792,MORTGAGE,3.9,MEDICAL,B,28470,7.99,1.438,N,23,1
25,67158,MORTGAGE,,VENTURE,C,27108,11.0,0.404,Y,4,1
63,30536,RENT,2.5,DEBTCONSOLIDATION,D,16129,16.71,0.528,N,28,0
39,22486,OTHER,2.9,MEDICAL,B,13717,11.15,0.61,N,17,1
33,19582,MORTGAGE,3.8,EDUCATION,A,23088,5.0,1.179,N,13,0
21,43527,MORTGAGE,2.5,HOMEIMPROVEMENT,F,28058,23.47,0.645,N,14,1
28,28026,RENT,12.3,VENTURE,B,11761,,0.42,N,20,0
56,13636,MORTGAGE,9.5,DEBTCONSOLIDATION,A,18708,8.94,1.372,N,10,1
39,40249,OWN,3.0,DEBTCONSOLIDATION,D,6971,14.84,0.173,N,17,0
45,37428,RENT,0.0,MEDICAL,C,28018,13.35,0.749,Y,20,1
48,45141,RENT,11.6,EDUCATION,A,19099,7.34,0.423,Y,2,1
20,34686,RENT,0.7,HOMEIMPROVEMENT,A,28206,6.07,0.813,N,17,0
54,134071,MORTGAGE,1.4,HOMEIMPROVEMENT,B,32677,8.48,0.244,N,28,0
25,65155,RENT,0.8,EDUCATION,E,17566,20.12,0.27,N,20,0
56,37242,RENT,1.0,VENTURE,E,33138,19.27,0.89,N,28,1
24,47334,RENT,8.1,VENTURE,B,10987,10.47,0.232,N,25,1
52,106729,MORTGAGE,4.3,MEDICAL,D,4467,17.64,0.042,N,10,1
33,82962,RENT,,PERSONAL,B,26007,9.95,0.313,N,14,0
31,22744,RENT,1.3,MEDICAL,C,11708,13.38,0.515,Y,5,1
61,28685,OWN,3.3,MEDICAL,B,9191,10.42,0.32,N,7,1
39,31887,OWN,19.0,MEDICAL,B,12939,10.45,0.406,N,27,0
43,38490,RENT,8.8,EDUCATION,B,14331,8.31,0.372,N,9,0
62,35331,MORTGAGE,,HOMEIMPROVEMENT,A,22540,6.98,0.638,Y,8,0
53,49946,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2538,8.39,0.051,N,9,0
44,73471,RENT,7.3,PERSONAL,B,14992,9.85,0.204,Y,28,0
48,80536,RENT,,VENTURE,F,33584,21.43,0.417,N,12,1
58,40956,MORTGAGE,3.8,MEDICAL,F,3147,23.16,0.077,N,4,1
50,19948,RENT,4.7,EDUCATION,D,14054,16.02,0.705,N,5,1
62,27660,RENT,4.7,EDUCATION,A,6157,6.24,0.223,N,2,0
42,36832,MORTGAGE,6.5,MEDICAL,B,14919,8.97,0.405,N,21,0
63,24716,MORTGAGE,,EDUCATION,B,29367,9.94,1.188,N,6,1
57,91809,MORTGAGE,0.4,EDUCATION,B,4973,9.21,0.054,N,3,0
39,25623,RENT,3.1,MEDICAL,A,16637,8.08,0.649,N,15,0
42,68829,MORTGAGE,5.5,PERSONAL,C,23053,12.09,0.335,Y,14,0
64,19437,RENT,1.8,EDUCATION,A,21218,,1.092,N,18,0
35,70365,MORTGAGE,1.9,HOMEIMPROVEMENT,D,24160,16.5,0.343,N,14,1
61,45406,MORTGAGE,0.7,DEBTCONSOLIDATION,C,5709,13.76,0.126,Y,22,0
27,112633,MORTGAGE,2.7,HOMEIMPROVEMENT,B,18539,11.88,0.165,Y,25,0
40,26308,RENT,21.6,DEBTCONSOLIDATION,C,8359,11.38,0.318,N,9,0
20,35944,MORTGAGE,,DEBTCONSOLIDATION,A,17547,7.73,0.488,N,12,0
27,39985,OWN,,HOMEIMPROVEMENT,A,1001,7.75,0.025,N,10,0
48,45076,MORTGAGE,6.8,MEDICAL,B,23803,8.7,0.528,N,25,0
51,40526,RENT,0.1,DEBTCONSOLIDATION,D,17100,16.31,0.422,N,14,1
57,40958,MORTGAGE,11.5,HOMEIMPROVEMENT,A,11734,6.5,0.286,N,14,0
24,40591,RENT,2.4,VENTURE,C,23051,14.68,0.568,N,8,0
41,15691,OWN,10.2,EDUCATION,A,21979,,1.401,N,12,1
53,84654,MORTGAGE,0.2,PERSONAL,B,23400,9.74,0.276,N,18,0
20,236481,RENT,0.8,DEBTCONSOLIDATION,A,14280,6.54,0.06,N,11,0
45,57759,RENT,1.9,HOMEIMPROVEMENT,C,16361,11.99,0.283,N,2,1
62,26247,RENT,2.1,MEDICAL,B,22836,8.14,0.87,Y,29,1
29,27750,OWN,9.4,DEBTCONSOLIDATION,C,22541,12.0,0.812,N,9,1
49,68682,RENT,0.1,PERSONAL,A,9021,7.17,0.131,N,16,0
37,60597,MORTGAGE,5.1,MEDICAL,A,24205,7.34,0.399,Y,6,1
36,41925,OWN,0.7,PERSONAL,C,17819,13.97,0.425,N,23,0
45,74189,RENT,8.7,PERSONAL,A,16641,8.26,0.224,N,21,0
27,15754,RENT,7.5,EDUCATION,A,27729,7.48,1.76,N,5,1
59,74215,MORTGAGE,3.5,DEBTCONSOLIDATION,B,15896,10.96,0.214,N,27,0
31,55869,MORTGAGE,1.2,DEBTCONSOLIDATION,D,3845,16.63,0.069,N,14,0
46,28345,RENT,5.0,DEBTCONSOLIDATION,C,5295,,0.187,N,26,0
27,22285,RENT,,PERSONAL,A,21092,7.46,0.946,N,17,1
44,52403,MORTGAGE,1.1,VENTURE,C,9632,,0.184,N,9,0
65,106295,OWN,4.9,VENTURE,C,16901,12.32,0.159,Y,15,0
23,43241,RENT,23.7,VENTURE,B,30655,10.01,0.709,N,28,0
52,30669,RENT,11.1,MEDICAL,A,17917,7.43,0.584,N,13,0
20,54459,RENT,4.5,EDUCATION,C,13660,12.76,0.251,N,21,0
38,133449,MORTGAGE,3.9,MEDICAL,C,16874,14.19,0.126,Y,8,0
50,62144,RENT,32.1,DEBTCONSOLIDATION,A,6381,7.41,0.103,N,25,0
35,65951,OWN,4.0,DEBTCONSOLIDATION,C,13826,14.05,0.21,N,24,0
33,96041,RENT,2.7,HOMEIMPROVEMENT,B,17448,,0.182,N,6,0
24,63570,OWN,12.0,DEBTCONSOLIDATION,D,9390,15.53,0.148,N,16,0
60,31903,MORTGAGE,1.3,VENTURE,A,9581,6.47,0.3,N,11,0
45,18778,MORTGAGE,0.5,EDUCATION,A,9082,8.39,0.484,N,2,0
47,29527,RENT,5.0,VENTURE,C,19693,12.08,0.667,N,7,0
21,26699,MORTGAGE,0.5,EDUCATION,B,33105,9.88,1.24,Y,9,1
25,70447,RENT,2.3,MEDICAL,B,13068,,0.186,N,12,0
28,76045,RENT,2.8,DEBTCONSOLIDATION,D,27563,14.81,0.362,N,7,0
52,53990,RENT,4.0,MEDICAL,C,8419,13.6,0.156,N,9,0
60,24397,OWN,23.9,VENTURE,C,23129,12.68,0.948,N,23,1
44,130957,MORTGAGE,1.2,PERSONAL,A,27594,5.89,0.211,N,19,0
32,38990,MORTGAGE,2.4,EDUCATION,C,24938,14.11,0.64,Y,23,1
28,68317,MORTGAGE,0.7,DEBTCONSOLIDATION,B,2981,8.41,0.044,N,15,0
32,50368,RENT,4.7,HOMEIMPROVEMENT,A,2558,6.82,0.051,N,10,0
50,54982,MORTGAGE,6.5,PERSONAL,A,7127,8.07,0.13,N,14,0
60,67003,MORTGAGE,3.3,MEDICAL,A,914,8.1,0.014,N,19,0
30,33429,MORTGAGE,,EDUCATION,B,28995,10.51,0.867,Y,15,0
23,100505,MORTGAGE,4.8,PERSONAL,B,33128,8.94,0.33,N,4,0
53,20563,OWN,3.9,HOMEIMPROVEMENT,G,11601,25.19,0.564,N,26,1
57,27689,OWN,0.9,PERSONAL,E,34847,19.43,1.259,N,24,1
65,99791,MORTGAGE,2.6,HOMEIMPROVEMENT,D,25336,,0.254,N,18,0
23,67812,RENT,,MEDICAL,B,23619,10.45,0.348,N,12,1
57,198236,MORTGAGE,20.3,EDUCATION,D,21559,14.23,0.109,Y,14,0
38,50898,MORTGAGE,,MEDICAL,A,32892,,0.646,N,21,0
25,124895,RENT,6.6,EDUCATION,C,30824,12.23,0.247,N,21,0
53,17648,RENT,11.0,PERSONAL,B,594,10.83,0.034,N,11,0
37,22529,RENT,6.6,MEDICAL,A,12484,8.03,0.554,N,6,0
32,80220,MORTGAGE,11.7,EDUCATION,A,5730,5.46,0.071,N,8,0
60,18822,RENT,0.3,DEBTCONSOLIDATION,C,7938,14.76,0.422,N,22,1
42,43978,RENT,3.0,HOMEIMPROVEMENT,A,9566,7.11,0.218,N,11,0
38,93149,MORTGAGE,6.9,EDUCATION,C,32031,11.14,0.344,N,7,0
64,64578,MORTGAGE,4.4,DEBTCONSOLIDATION,E,26600,19.36,0.412,N,26,0
30,49320,RENT,,MEDICAL,A,17047,8.53,0.346,N,19,0
20,38291,RENT,2.1,MEDICAL,B,28017,9.42,0.732,N,7,0
43,54787,OWN,1.9,PERSONAL,D,16155,17.17,0.295,N,14,1
26,67338,MORTGAGE,1.5,HOMEIMPROVEMENT,B,9010,11.73,0.134,N,23,0
44,34081,RENT,2.1,EDUCATION,E,18162,19.05,0.533,N,29,0
40,60141,OWN,3.6,MEDICAL,E,31708,18.11,0.527,N,18,0
34,88710,RENT,9.7,EDUCATION,A,34711,,0.391,N,23,0
20,43374,OWN,6.8,VENTURE,A,31123,8.4,0.718,Y,24,0
31,50892,RENT,9.0,HOMEIMPROVEMENT,F,4265,20.49,0.084,N,8,0
26,63964,RENT,10.8,HOMEIMPROVEMENT,F,17070,21.88,0.267,N,4,1
34,66385,RENT,2.7,DEBTCONSOLIDATION,B,6785,10.86,0.102,N,25,0
40,79471,RENT,2.1,VENTURE,A,34415,,0.433,N,8,0
38,28059,MORTGAGE,,HOMEIMPROVEMENT,C,23874,12.65,0.851,N,21,0
48,36647,MORTGAGE,,VENTURE,B,4258,8.85,0.116,Y,21,0
44,37401,MORTGAGE,0.3,EDUCATION,E,14242,20.88,0.381,N,27,0
52,29817,RENT,6.8,VENTURE,D,14043,16.11,0.471,Y,8,1
51,18230,RENT,2.4,PERSONAL,C,2180,12.79,0.12,N,3,0
54,8184,RENT,,DEBTCONSOLIDATION,B,16204,9.29,1.98,N,6,1
63,94608,RENT,2.7,VENTURE,C,22026,12.76,0.233,N,14,0
57,20855,MORTGAGE,8.5,EDUCATION,B,9945,8.11,0.477,N,7,0
45,116027,RENT,1.7,HOMEIMPROVEMENT,A,25092,8.2,0.216,N,5,0
30,73620,MORTGAGE,1.8,PERSONAL,B,20981,9.67,0.285,Y,2,0
54,39217,MORTGAGE,4.5,VENTURE,B,8958,7.48,0.228,Y,12,0
27,68805,RENT,31.0,DEBTCONSOLIDATION,D,12710,,0.185,N,28,0
65,61933,MORTGAGE,3.6,DEBTCONSOLIDATION,E,26948,20.15,0.435,N,2,0
33,26742,RENT,13.8,EDUCATION,B,30728,9.83,1.149,N,20,0
29,48618,RENT,7.7,PERSONAL,B,6433,9.05,0.132,N,10,0
21,28597,MORTGAGE,7.9,PERSONAL,B,5856,10.16,0.205,N,19,0
65,70246,MORTGAGE,,PERSONAL,B,6576,9.64,0.094,Y,15,0
28,33078,RENT,2.4,VENTURE,D,19155,16.13,0.579,N,22,0
22,46483,MORTGAGE,1.1,EDUCATION,B,34208,10.38,0.736,N,8,1
40,45392,RENT,16.6,EDUCATION,E,9164,18.02,0.202,N,3,0
45,52410,MORTGAGE,16.0,EDUCATION,C,17397,12.31,0.332,N,18,0
27,122321,MORTGAGE,,MEDICAL,A,5961,6.12,0.049,N,8,0
21,42936,MORTGAGE,1.8,HOMEIMPROVEMENT,A,8991,,0.209,N,22,0
25,95784,OWN,1.4,EDUCATION,B,19385,9.25,0.202,N,8,0
47,63831,MORTGAGE,22.4,MEDICAL,B,11378,9.65,0.178,N,2,0
48,106950,RENT,0.3,MEDICAL,B,20845,9.27,0.195,N,23,0
45,40694,RENT,9.3,PERSONAL,A,19240,7.19,0.473,N,23,0
44,71888,OWN,2.2,HOMEIMPROVEMENT,F,4671,21.62,0.065,N,24,0
31,47448,RENT,2.7,PERSONAL,A,12747,6.15,0.269,N,29,0
24,9469,MORTGAGE,8.9,HOMEIMPROVEMENT,C,27510,10.69,2.905,Y,9,1
53,26918,MORTGAGE,0.5,PERSONAL,A,7968,,0.296,N,15,0
56,67528,MORTGAGE,2.2,DEBTCONSOLIDATION,B,28080,9.56,0.416,N,26,1
34,65117,MORTGAGE,15.2,VENTURE,B,15914,11.15,0.244,N,14,0
63,24046,MORTGAGE,6.0,HOMEIMPROVEMENT,B,13247,9.92,0.551,N,11,0
55,55337,MORTGAGE,7.0,DEBTCONSOLIDATION,B,33253,8.18,0.601,N,13,0
34,64653,MORTGAGE,7.1,MEDICAL,C,26640,,0.412,Y,14,1
62,48095,MORTGAGE,0.3,MEDICAL,C,22819,12.46,0.474,N,17,0
42,73192,RENT,1.1,HOMEIMPROVEMENT,C,10555,13.69,0.144,N,22,0
25,67907,MORTGAGE,3.4,PERSONAL,D,14990,14.25,0.221,N,14,0
65,48082,MORTGAGE,2.3,VENTURE,E,34487,20.45,0.717,Y,16,1
63,37013,OWN,2.6,VENTURE,D,30643,16.54,0.828,N,5,1
62,86976,RENT,7.6,EDUCATION,A,3676,6.75,0.042,N,6,0
64,63242,RENT,0.1,HOMEIMPROVEMENT,F,9790,20.15,0.155,N,27,1
40,22930,OWN,5.4,VENTURE,F,24292,20.25,1.059,N,15,1
42,55353,MORTGAGE,0.0,PERSONAL,C,14202,13.82,0.257,N,6,0
62,26028,RENT,0.3,PERSONAL,B,20606,10.96,0.792,N,28,0
35,28839,MORTGAGE,2.6,MEDICAL,A,11865,8.25,0.411,N,26,0
34,34250,OTHER,9.2,VENTURE,D,12906,18.0,0.377,N,8,0
44,50245,MORTGAGE,0.8,VENTURE,E,11790,19.9,0.235,N,28,1
55,60232,MORTGAGE,4.0,PERSONAL,C,9373,13.49,0.156,N,15,0
30,39147,RENT,5.7,MEDICAL,C,30867,15.87,0.788,N,3,1
34,40100,OWN,,VENTURE,A,30337,6.35,0.757,N,3,0
23,37168,MORTGAGE,3.6,PERSONAL,B,7870,9.88,0.212,N,2,0
40,87215,OWN,12.1,MEDICAL,C,10922,11.15,0.125,N,3,0
32,10207,RENT,3.6,MEDICAL,A,8864,7.75,0.868,N,3,0
41,41366,RENT,0.9,PERSONAL,C,11281,12.76,0.273,N,22,0
38,114661,MORTGAGE,4.9,MEDICAL,D,23628,,0.206,Y,26,0
53,65151,RENT,4.5,DEBTCONSOLIDATION,B,25808,9.28,0.396,N,24,0
33,98397,MORTGAGE,0.1,DEBTCONSOLIDATION,A,9611,6.05,0.098,N,28,0
23,16013,OWN,0.5,MEDICAL,D,26410,15.8,1.649,Y,14,1
65,24754,MORTGAGE,0.9,EDUCATION,A,24921,5.27,1.007,N,6,0
46,65037,OWN,0.7,MEDICAL,B,22101,8.38,0.34,Y,28,0
48,115018,MORTGAGE,1.5,VENTURE,C,22911,11.67,0.199,N,27,0
47,26168,MORTGAGE,,MEDICAL,D,17601,15.26,0.673,N,21,0
54,39605,MORTGAGE,2.3,VENTURE,E,11234,18.44,0.284,N,16,0
27,61132,MORTGAGE,11.1,PERSONAL,C,4856,10.54,0.079,Y,23,0
35,22051,MORTGAGE,4.7,MEDICAL,B,1022,9.38,0.046,N,21,0
61,65311,MORTGAGE,10.4,PERSONAL,D,31209,14.99,0.478,N,16,0
55,11252,MORTGAGE,3.7,HOMEIMPROVEMENT,C,15257,13.94,1.356,N,27,1
49,64262,RENT,0.5,DEBTCONSOLIDATION,C,19511,11.92,0.304,Y,8,0
